,Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly GB Download,Monthly Charge,Total Refunds,Total Long Distance Charges,Total Revenue,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_Não contratado,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Customer Status
5046,0,0,0,72,0.0,19.8,0,2191.68,3660.43,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5047,0,2,6,45,69.0,95.0,0,1505.25,5934.1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5048,1,1,0,62,0.0,-10.0,0,1088.72,2501.72,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5049,0,0,0,17,0.0,19.55,0,721.14,1001.99,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5050,1,0,0,54,26.0,87.1,0,1001.16,5816.36,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5051,0,0,0,15,0.0,26.35,0,119.4,498.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
5052,0,2,1,22,19.0,75.0,0,854.04,2427.99,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
5053,0,0,0,12,23.0,84.45,0,148.32,1207.87,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5054,0,0,2,49,5.0,51.8,0,0.0,2591.25,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
5055,0,0,1,2,51.0,44.6,0,0.0,97.1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
5056,1,2,1,24,18.0,54.75,0,414.48,1752.63,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
5057,0,0,3,53,4.0,74.1,0,1968.42,5802.37,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5058,1,0,8,42,13.0,85.9,0,864.36,4594.11,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
5059,1,0,8,56,30.0,85.65,0,1774.08,6598.53,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5060,0,0,0,28,48.0,30.1,0,0.0,810.85,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
5061,0,1,0,6,0.0,19.7,0,166.68,278.33,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
5062,0,1,0,1,17.0,49.9,0,39.6,89.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
5063,0,0,0,11,4.0,76.5,0,171.6,1009.55,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5064,1,0,0,37,29.0,78.95,0,1387.13,4226.78,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5065,1,0,10,56,27.0,95.65,1,646.8,6096.84,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5066,0,0,0,7,17.0,59.1,0,47.81,417.06,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5067,1,0,0,66,25.0,110.9,0,653.4,8085.45,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
5068,0,2,7,25,0.0,20.05,0,326.5,846.6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5069,0,0,1,57,22.0,59.75,0,2809.53,6259.68,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5070,0,1,1,47,0.0,20.05,0,67.68,1084.38,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5071,0,1,0,8,51.0,38.5,0,0.0,330.8,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
5072,1,0,0,12,4.0,29.35,1,0.0,342.22,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5073,0,3,7,58,25.0,44.1,0,1313.7,3876.75,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5074,1,0,0,7,2.0,79.0,0,182.63,705.58,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5075,0,0,0,52,73.0,79.75,0,1516.32,5734.12,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5076,0,0,8,70,2.0,79.25,0,1957.9,7689.75,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5077,0,0,0,22,30.0,48.8,0,86.9,1161.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5078,1,0,3,46,17.0,100.7,1,2259.06,6753.62,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5079,0,1,0,39,85.0,100.55,0,574.08,4469.43,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
5080,0,3,0,63,0.0,19.35,0,2635.92,3899.77,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5081,0,1,5,10,0.0,19.85,0,155.1,353.6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5082,0,4,1,54,0.0,-3.0,0,2264.22,3356.57,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5083,0,0,0,11,0.0,19.5,0,368.28,595.08,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
5084,0,0,5,71,20.0,80.1,0,778.87,6364.27,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5085,1,0,6,43,21.0,84.25,0,653.6,4192.85,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5086,1,0,0,38,30.0,70.15,0,218.5,2715.85,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
5087,1,0,0,21,9.0,86.55,0,468.3,2325.55,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5088,0,0,0,1,18.0,69.2,0,10.08,79.28,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5089,0,0,0,19,2.0,87.7,0,819.09,2545.04,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
5090,0,0,9,59,19.0,113.75,0,883.82,7445.07,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5091,0,0,0,1,10.0,44.15,0,8.77,52.92,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5092,0,0,10,72,8.0,103.95,0,3187.44,10814.34,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5093,0,0,0,29,23.0,100.55,0,1447.68,4378.13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5094,0,3,5,36,71.0,40.65,0,0.0,1547.35,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5095,0,0,0,1,59.0,69.6,0,14.19,83.79,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5096,0,0,0,10,0.0,20.35,0,174.0,350.3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5097,0,0,0,39,27.0,80.45,0,953.55,4155.1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
5098,1,0,9,17,20.0,-4.0,0,65.11,1679.81,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5099,0,2,5,12,29.0,56.3,0,207.24,835.89,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
5100,0,0,1,58,8.0,61.05,0,1528.88,5007.63,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5101,0,0,6,57,15.0,55.7,1,882.36,4019.37,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
5102,1,3,6,69,0.0,20.15,0,791.43,2128.93,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5103,0,0,0,23,12.0,78.55,1,1124.24,2947.66,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5104,1,0,0,33,13.0,79.95,0,1395.57,4080.42,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
5105,1,0,0,3,6.0,45.0,0,90.42,227.52,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
5106,0,0,5,8,0.0,19.9,0,387.12,541.07,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5107,0,3,5,34,85.0,89.85,1,624.24,3701.06,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5108,0,1,1,14,19.0,65.45,0,638.4,1576.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
5109,0,3,3,72,0.0,24.3,0,1470.24,3113.49,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5110,0,0,5,71,59.0,54.5,0,3430.72,7208.92,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5111,0,0,5,64,71.0,73.05,0,1704.96,6393.61,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5112,0,1,9,53,19.0,65.0,0,111.83,3475.63,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5113,0,0,5,68,82.0,89.95,0,1928.48,7902.78,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5114,0,1,1,5,19.0,80.15,0,57.7,442.7,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5115,1,0,0,52,11.0,72.95,0,2193.88,6023.63,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5116,1,0,4,67,3.0,104.1,0,548.06,7588.91,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
5117,0,0,0,68,0.0,20.5,0,3291.88,4716.78,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5118,0,1,10,49,82.0,78.0,0,444.43,4268.63,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5119,0,3,0,37,0.0,19.8,0,303.77,1029.87,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5120,0,0,0,23,24.0,81.0,0,430.1,2347.2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
5121,1,0,0,11,0.0,20.45,0,489.83,727.13,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
5122,0,0,0,70,0.0,19.7,0,700.0,2041.5,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
5123,0,0,0,40,21.0,61.9,0,1479.2,4126.3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5124,0,1,0,69,24.0,93.3,0,1968.57,8366.62,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5125,0,1,1,71,0.0,24.7,0,1383.79,3194.34,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5126,0,2,3,61,48.0,84.9,0,775.92,6040.42,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5127,1,0,0,26,3.0,100.5,0,667.16,3267.11,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5128,0,0,1,48,30.0,82.05,0,1149.6,5179.55,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
5129,0,3,4,60,0.0,20.55,0,939.0,2144.05,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5130,0,0,9,15,10.0,68.6,0,362.55,1561.15,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
5131,0,0,9,69,5.0,106.4,0,1667.73,8916.04,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5132,0,0,1,59,69.0,41.05,0,0.0,2452.7,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
5133,0,3,9,54,57.0,105.2,1,391.5,6006.34,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5134,0,0,8,72,15.0,60.95,0,0.0,4549.05,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5135,0,0,0,9,0.0,19.5,0,394.47,544.82,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
5136,1,2,7,66,0.0,19.75,0,2080.98,3425.48,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5137,1,2,6,72,10.0,98.65,0,2535.12,9664.57,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5138,1,0,0,43,11.0,75.2,0,1462.0,4660.6,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5139,1,0,0,57,26.0,55.0,0,0.0,3094.05,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5140,0,2,1,1,12.0,40.1,0,0.0,50.1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
5141,0,0,1,32,9.0,91.05,0,1501.44,4525.94,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5142,1,0,7,55,21.0,113.6,0,710.05,7002.75,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5143,1,0,9,51,6.0,30.05,0,0.0,1529.45,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5144,0,2,3,6,10.0,48.8,0,296.7,594.05,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5145,0,1,1,8,20.0,51.05,0,30.8,445.85,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
5146,1,0,0,28,2.0,35.75,0,0.0,961.4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5147,0,0,1,16,17.0,55.85,0,336.64,1194.44,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5148,1,1,0,30,17.0,101.3,0,1122.6,4097.1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5149,1,0,0,12,24.0,60.65,1,0.0,702.89,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5150,0,0,0,60,71.0,105.9,0,642.0,7038.45,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5151,0,0,0,55,26.0,64.2,0,1520.75,5148.05,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5152,0,1,10,34,29.0,40.55,0,0.0,1325.85,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5153,0,0,0,15,29.0,29.7,0,0.0,528.25,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
5154,0,2,0,2,19.0,80.65,0,11.7,175.85,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5155,1,3,5,6,0.0,19.7,0,264.78,359.23,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5156,0,0,0,66,52.0,106.05,0,1551.66,8533.01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
5157,0,2,8,72,19.0,95.1,0,1349.28,8192.43,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5158,0,0,0,10,29.0,60.95,0,83.5,713.05,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5159,0,0,0,1,9.0,50.45,0,28.25,78.7,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
5160,0,3,0,47,57.0,63.8,0,1412.82,4500.07,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5161,1,0,0,22,19.0,56.75,0,0.0,1304.85,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5162,0,0,0,31,30.0,103.45,0,287.37,3353.82,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
5163,1,5,7,39,76.0,81.5,0,1586.52,4693.82,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5164,1,0,1,30,29.0,50.4,0,139.5,1667.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
5165,0,1,3,12,0.0,20.1,0,295.8,528.2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5166,1,0,2,10,4.0,86.65,0,465.0,1321.65,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
5167,1,0,4,45,22.0,75.15,0,422.55,3902.9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5168,0,0,1,18,16.0,99.4,0,203.4,1946.35,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5169,0,3,1,70,47.0,60.35,1,0.0,4089.47,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5170,0,0,5,72,30.0,65.2,0,0.0,4784.45,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5171,0,0,0,12,14.0,99.7,0,192.84,1431.29,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
5172,0,0,0,4,26.0,77.95,0,123.8,429.35,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5173,0,0,0,6,0.0,20.15,0,41.58,172.08,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
5174,1,0,1,61,29.0,94.2,0,2058.75,7954.2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
5175,1,0,2,42,7.0,105.2,1,1485.96,6044.65,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5176,0,0,0,45,10.0,42.3,0,0.0,1840.75,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5177,0,0,0,8,14.0,66.05,0,268.32,842.82,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
5178,0,0,0,14,29.0,69.65,0,518.14,1439.54,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5179,0,0,0,18,48.0,68.35,0,876.24,2176.04,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5180,0,0,0,43,0.0,25.7,0,1097.79,2285.99,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5181,0,0,10,27,5.0,48.7,0,243.27,1665.02,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5182,0,0,0,18,13.0,74.15,0,204.48,1550.23,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
5183,0,0,1,5,7.0,24.95,0,0.0,100.4,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
5184,0,2,1,52,26.0,84.05,0,1661.92,5988.72,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5185,0,0,0,23,2.0,49.7,0,971.98,2203.23,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5186,0,2,1,17,0.0,24.1,0,310.42,720.32,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
5187,0,0,1,20,0.0,20.35,0,559.2,952.35,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5188,1,0,0,31,10.0,96.6,0,475.85,3353.8,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
5189,1,0,0,35,0.0,20.2,0,1498.0,2182.4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5190,1,2,7,6,10.0,40.55,0,0.0,267.5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
5191,0,0,0,2,28.0,75.55,0,82.74,249.04,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5192,0,0,0,14,0.0,20.4,0,509.88,785.58,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
5193,0,0,0,63,28.0,90.45,0,580.23,6505.73,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5194,0,0,2,68,48.0,107.7,0,1632.68,8953.58,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5195,0,0,0,58,8.0,80.65,0,2590.86,7398.21,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5196,0,1,0,19,19.0,106.6,1,538.65,2491.38,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5197,0,0,0,1,18.0,-9.0,0,22.11,77.91,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
5198,1,1,9,24,23.0,96.55,0,498.72,2762.17,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5199,0,0,0,18,71.0,85.2,0,439.2,1993.1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5200,0,0,1,51,3.0,76.4,0,1614.66,5580.96,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5201,0,0,6,45,19.0,78.8,1,445.95,4020.17,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5202,0,1,1,61,30.0,59.8,0,1628.7,5370.2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
5203,1,0,0,1,0.0,20.2,0,48.25,68.45,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
5204,0,0,1,33,59.0,53.75,0,509.85,2367.15,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5205,0,0,0,2,41.0,-7.0,0,99.62,184.12,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5206,0,0,1,8,0.0,20.15,0,90.8,247.05,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
5207,0,2,4,26,0.0,19.65,0,330.46,825.36,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5208,0,0,0,23,22.0,75.0,0,552.92,2331.42,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5209,0,0,0,1,19.0,44.65,0,0.0,44.65,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
5210,0,0,0,2,25.0,95.15,0,77.02,273.92,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
5211,1,0,8,13,6.0,93.8,0,625.95,1886.95,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
5212,0,1,1,1,0.0,20.15,0,3.09,23.24,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
5213,0,0,2,4,13.0,29.05,0,0.0,129.6,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
5214,0,0,0,22,17.0,59.0,0,1087.46,2342.16,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
5215,0,5,0,2,0.0,19.6,0,59.62,95.47,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
5216,0,0,0,1,29.0,35.9,0,0.0,35.9,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
5217,1,0,0,21,11.0,68.65,0,642.39,2135.59,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
5218,1,0,1,45,20.0,98.7,0,107.1,4632.9,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5219,0,0,0,12,25.0,86.55,0,225.0,1401.9,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
5220,0,0,1,72,48.0,64.45,0,2352.24,7072.24,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5221,0,2,9,63,73.0,74.5,0,2656.71,7331.26,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5222,0,0,1,15,28.0,84.3,0,424.5,1732.9,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
5223,0,0,7,43,69.0,80.2,0,1460.71,5042.31,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5224,1,0,2,60,30.0,110.0,0,1477.2,8145.55,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5225,0,0,0,31,21.0,59.05,0,890.32,2773.12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5226,0,1,10,53,0.0,19.55,0,1606.43,2614.33,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
5227,1,0,0,67,28.0,54.9,0,3244.81,6970.31,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
5228,1,0,0,72,27.0,88.55,0,3319.2,9681.55,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5229,0,2,0,4,0.0,20.05,0,109.48,194.98,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
5230,0,0,0,51,10.0,60.15,0,0.0,3077.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5231,0,0,0,15,18.0,48.8,0,398.1,1118.2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
5232,0,2,7,69,0.0,19.8,0,578.91,2015.86,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5233,0,0,0,4,29.0,44.55,0,120.28,341.03,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
5234,0,0,0,55,51.0,100.9,0,2320.45,7872.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5235,0,0,0,4,23.0,42.4,0,0.0,146.4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5236,0,0,0,2,21.0,42.6,0,0.0,72.4,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
5237,0,0,0,45,3.0,100.85,0,635.4,5375.4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
5238,0,0,0,19,22.0,44.9,0,655.69,1495.34,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
5239,1,0,1,3,20.0,36.45,0,0.0,93.7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
5240,0,3,0,28,47.0,104.8,0,136.92,3182.97,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
5241,0,1,10,23,71.0,85.6,0,226.32,2094.72,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5242,0,0,0,1,0.0,20.55,0,15.91,36.46,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
5243,0,0,0,25,59.0,48.25,0,0.0,1293.8,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
5244,0,0,2,71,41.0,80.4,0,1280.84,7007.99,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5245,0,0,0,14,26.0,76.45,0,258.44,1375.99,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5246,0,0,0,24,85.0,54.6,1,180.48,1394.31,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5247,1,0,0,56,16.0,101.05,0,290.64,5894.64,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5248,1,0,1,1,21.0,80.3,0,17.51,97.81,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
5249,1,0,2,7,26.0,64.2,0,22.33,497.33,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
5250,1,0,0,5,22.0,64.35,0,41.6,394.25,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
5251,0,0,1,1,12.0,69.4,0,33.46,112.86,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
5252,0,1,4,19,85.0,24.85,0,0.0,434.8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
5253,0,0,0,7,23.0,75.1,0,132.93,685.88,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
5254,0,1,6,16,20.0,73.25,0,640.48,1836.23,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
5255,0,2,1,10,14.0,65.9,0,420.0,1080.05,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
5256,0,0,0,72,23.0,59.75,0,909.36,5174.36,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5257,1,0,0,51,21.0,94.0,0,211.14,5116.89,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5258,1,0,0,67,29.0,116.1,0,2985.52,10865.37,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5259,1,0,7,25,24.0,69.3,0,964.75,2777.85,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
